id,timestamp,weight_kg,t_o,t,h,p
155,"2026-04-19 06:27:43",41.2746,3.2,35.5,57.0,988.9
156,"2026-04-19 06:32:43",41.2742,3.2,35.6,60.0,988.9
157,"2026-04-19 06:37:43",41.273,3.6,35.6,58.0,988.9
158,"2026-04-19 06:42:43",41.2742,4.2,35.6,61.0,988.9
159,"2026-04-19 06:47:43",41.276,4.6,35.7,59.0,988.9
160,"2026-04-19 06:52:43",41.2777,5.0,35.7,60.0,988.8
161,"2026-04-19 06:57:43",41.2791,5.2,35.7,54.0,988.9
162,"2026-04-19 07:02:43",41.2816,5.6,35.6,55.0,988.9
163,"2026-04-19 07:07:43",41.2847,5.9,35.6,57.0,988.8
164,"2026-04-19 07:12:43",41.2877,6.8,35.7,58.0,988.7
165,"2026-04-19 07:17:43",41.2895,7.0,35.7,59.0,988.7
166,"2026-04-19 07:22:43",41.292,7.3,35.7,59.0,988.7
167,"2026-04-19 07:27:43",41.2943,7.7,35.7,58.0,988.7
168,"2026-04-19 07:32:43",41.2976,8.2,35.9,58.0,988.7
169,"2026-04-19 07:37:43",41.2994,8.9,36.0,60.0,988.7
170,"2026-04-19 07:42:43",41.3039,9.4,36.0,60.0,988.7
171,"2026-04-19 07:47:43",41.3071,9.8,35.9,58.0,988.7
172,"2026-04-19 07:52:43",41.3102,10.1,36.0,58.0,988.7
173,"2026-04-19 07:57:43",41.3112,10.4,36.0,56.0,988.7
174,"2026-04-19 08:02:43",41.3102,10.9,35.9,53.0,988.6
175,"2026-04-19 08:07:43",41.3085,11.2,35.8,57.0,988.6
176,"2026-04-19 08:12:43",41.3087,11.7,35.8,61.0,988.5
177,"2026-04-19 08:17:43",41.3002,11.7,35.9,62.0,988.5
178,"2026-04-19 08:22:43",41.2866,12.1,35.8,60.0,988.4
179,"2026-04-19 08:27:43",41.2721,12.8,35.9,60.0,988.4
180,"2026-04-19 08:32:43",41.2488,13.4,35.9,59.0,988.4
181,"2026-04-19 08:37:43",41.2207,13.9,36.0,56.0,988.4
182,"2026-04-19 08:42:43",41.1888,13.9,36.0,57.0,988.4
183,"2026-04-19 08:47:43",41.1573,13.9,36.1,54.0,988.4
184,"2026-04-19 08:52:43",41.1254,14.5,36.0,60.0,988.3
185,"2026-04-19 08:57:43",41.0987,15.0,36.1,59.0,988.3
186,"2026-04-19 09:02:43",41.0751,15.6,36.1,55.0,988.3
187,"2026-04-19 09:07:43",41.0573,15.8,36.2,55.0,988.2
188,"2026-04-19 09:12:43",41.0496,16.1,36.2,57.0,988.2
189,"2026-04-19 09:17:43",41.0531,15.7,36.3,56.0,988.1
190,"2026-04-19 09:22:43",41.0519,16.6,36.3,54.0,988.0
191,"2026-04-19 09:27:43",41.0522,16.8,36.4,55.0,988.1
192,"2026-04-19 09:32:43",41.0504,17.2,36.4,57.0,988.0
193,"2026-04-19 09:37:43",41.0522,17.4,36.3,55.0,988.0
194,"2026-04-19 09:42:43",41.0758,18.1,36.4,56.0,987.9
195,"2026-04-19 09:47:43",41.0856,18.6,36.4,55.0,987.9
196,"2026-04-19 09:52:43",41.0963,18.1,36.4,56.0,987.9
197,"2026-04-19 09:57:43",41.115,18.2,36.5,55.0,988.0
198,"2026-04-19 10:02:43",40.7022,18.1,36.5,49.0,987.9
199,"2026-04-19 10:07:43",40.705,17.8,36.5,52.0,987.9
200,"2026-04-19 10:12:43",40.713,18.4,36.5,51.0,987.8
201,"2026-04-19 10:17:43",40.7073,19.2,36.4,53.0,987.8
202,"2026-04-19 10:22:43",40.7219,19.7,36.3,57.0,987.8
203,"2026-04-19 10:27:43",40.7309,19.1,36.3,59.0,987.8
204,"2026-04-19 10:32:43",40.7349,19.3,36.4,56.0,987.7
205,"2026-04-19 10:37:43",40.7445,19.2,36.2,55.0,987.7
206,"2026-04-19 10:42:43",40.7585,19.4,36.4,55.0,987.7
207,"2026-04-19 10:47:43",41.1819,19.4,36.4,48.0,987.7
208,"2026-04-19 10:52:43",41.1938,19.4,36.5,53.0,987.7
209,"2026-04-19 10:57:43",41.1894,19.1,36.4,46.0,987.6
210,"2026-04-19 11:02:43",41.196,19.8,36.4,53.0,987.7
211,"2026-04-19 11:07:43",41.1934,19.6,36.4,54.0,987.6
212,"2026-04-19 11:12:43",41.205,20.0,36.3,47.0,987.6
213,"2026-04-19 11:17:43",41.2197,19.6,36.2,50.0,987.6
214,"2026-04-19 11:22:43",41.2389,20.1,36.2,49.0,987.6
215,"2026-04-19 11:27:43",41.2529,19.8,36.2,48.0,987.6
216,"2026-04-19 11:32:43",41.257,19.7,36.1,47.0,987.5
217,"2026-04-19 11:37:43",41.266,20.0,36.2,54.0,987.5
218,"2026-04-19 11:42:43",41.2762,19.6,36.2,53.0,987.5
219,"2026-04-19 11:47:43",41.291,19.7,36.2,51.0,987.5
220,"2026-04-19 11:52:43",41.2907,19.6,36.2,50.0,987.4
221,"2026-04-19 11:57:43",41.3067,19.6,36.3,55.0,987.4
222,"2026-04-19 12:02:43",41.3221,19.6,36.2,60.0,987.4
223,"2026-04-19 12:07:43",41.3223,20.4,36.3,54.0,987.4
224,"2026-04-19 12:12:43",41.3226,20.3,36.3,54.0,987.3
225,"2026-04-19 12:17:43",41.3321,20.2,36.2,50.0,987.3
226,"2026-04-19 12:22:43",41.3466,20.1,36.2,54.0,987.2
227,"2026-04-19 12:27:43",41.3616,21.1,36.1,57.0,987.1
228,"2026-04-19 12:32:43",41.3672,21.4,36.2,59.0,987.0
229,"2026-04-19 12:37:43",41.3735,21.3,36.4,56.0,986.9
230,"2026-04-19 12:42:43",41.3933,21.6,36.3,56.0,986.8
231,"2026-04-19 12:47:43",41.3797,21.4,36.4,48.0,986.8
232,"2026-04-19 12:52:43",41.3909,21.6,36.5,60.0,986.7
233,"2026-04-19 12:57:43",41.4066,21.9,36.3,56.0,986.6
234,"2026-04-19 13:02:43",41.4021,21.3,36.4,52.0,986.6
235,"2026-04-19 13:07:43",41.4188,21.2,36.3,60.0,986.5
236,"2026-04-19 13:12:43",41.4211,21.5,36.3,60.0,986.5
237,"2026-04-19 13:17:43",41.4365,22.1,36.3,56.0,986.4
238,"2026-04-19 13:22:43",41.4262,22.0,36.2,60.0,986.3
239,"2026-04-19 13:27:43",41.4231,21.6,36.2,53.0,986.2
240,"2026-04-19 13:32:43",41.4222,21.9,36.2,53.0,986.1
241,"2026-04-19 13:37:43",41.4383,22.6,36.3,54.0,986.1
242,"2026-04-19 13:42:43",41.4281,21.8,36.3,43.0,986.0
243,"2026-04-19 13:47:43",41.432,22.6,36.2,54.0,985.9
244,"2026-04-19 13:52:43",41.4304,22.6,36.3,53.0,985.8
245,"2026-04-19 13:57:43",41.4385,22.2,36.2,56.0,985.9
246,"2026-04-19 14:02:43",41.4226,22.8,36.2,59.0,985.7
247,"2026-04-19 14:07:43",41.4224,22.0,36.2,60.0,985.7
248,"2026-04-19 14:12:43",41.4149,21.8,36.2,49.0,985.7
249,"2026-04-19 14:17:43",41.4245,21.1,36.2,52.0,985.7
250,"2026-04-19 14:22:43",41.4407,22.1,36.4,57.0,985.6
251,"2026-04-19 14:27:43",41.4418,21.8,36.3,52.0,985.6
252,"2026-04-19 14:32:43",41.4395,21.1,36.1,56.0,985.7
253,"2026-04-19 14:37:43",41.4712,20.6,36.0,53.0,985.6
254,"2026-04-19 14:42:43",41.4913,20.3,36.1,61.0,985.6
255,"2026-04-19 14:47:43",41.5139,20.4,36.1,58.0,985.4
256,"2026-04-19 14:52:43",41.5261,20.0,36.1,56.0,985.5
257,"2026-04-19 14:57:43",41.5409,19.9,36.1,63.0,985.4
258,"2026-04-19 15:02:43",41.567,19.8,36.1,60.0,985.4
259,"2026-04-19 15:07:43",41.5722,19.6,36.1,60.0,985.3
260,"2026-04-19 15:12:43",41.6033,19.2,36.1,62.0,985.3
261,"2026-04-19 15:17:43",41.6431,18.8,36.1,59.0,985.2
262,"2026-04-19 15:22:43",41.6631,18.6,36.0,55.0,985.2
263,"2026-04-19 15:27:43",41.6708,18.5,36.1,57.0,985.2
264,"2026-04-19 15:32:43",41.6504,18.4,36.0,54.0,985.2
265,"2026-04-19 15:37:43",41.638,18.4,36.0,51.0,985.1
266,"2026-04-19 15:42:43",41.6413,18.4,35.9,55.0,985.2
267,"2026-04-19 15:47:43",41.6635,18.2,35.9,57.0,985.2
268,"2026-04-19 15:52:43",41.6677,18.1,35.8,56.0,985.3
269,"2026-04-19 15:57:43",41.6749,17.7,35.8,55.0,986.0
270,"2026-04-19 16:02:43",40.8319,15.3,35.8,54.0,986.2
271,"2026-04-19 16:07:43",40.8148,14.0,35.8,57.0,986.3
272,"2026-04-19 16:12:43",40.8491,13.4,35.8,58.0,986.5
273,"2026-04-19 16:17:43",40.8316,13.1,35.8,54.0,986.5
274,"2026-04-19 16:22:43",40.8492,12.8,35.8,53.0,986.6
275,"2026-04-19 16:27:43",40.8612,12.7,35.8,56.0,986.6
276,"2026-04-19 16:32:43",40.8801,12.6,35.9,54.0,986.6
277,"2026-04-19 16:37:43",40.8936,12.2,35.8,55.0,986.7
278,"2026-04-19 16:42:43",40.9068,11.9,35.8,56.0,986.7
279,"2026-04-19 16:47:43",40.9319,11.8,35.7,49.0,986.6
280,"2026-04-19 16:52:43",40.9427,11.7,35.7,51.0,986.6
281,"2026-04-19 16:57:43",40.9445,11.7,35.6,58.0,986.6
282,"2026-04-19 17:02:43",40.9606,11.7,35.5,55.0,986.6
283,"2026-04-19 17:07:43",40.9642,11.8,35.6,58.0,986.6
284,"2026-04-19 17:12:43",40.9723,11.9,35.5,54.0,986.6
285,"2026-04-19 17:17:43",40.9688,12.1,35.4,56.0,986.5
286,"2026-04-19 17:22:43",40.9625,12.0,35.5,56.0,986.3
287,"2026-04-19 17:27:43",40.9674,12.1,35.5,60.0,986.3
288,"2026-04-19 17:32:43",40.9711,12.1,35.4,60.0,986.3
289,"2026-04-19 17:37:43",40.9756,12.0,35.5,52.0,986.1
290,"2026-04-19 17:42:43",40.98,12.1,35.6,61.0,986.1
291,"2026-04-19 17:47:43",40.9778,12.2,35.7,59.0,985.9
292,"2026-04-19 17:52:43",40.9789,12.2,35.6,53.0,985.8
293,"2026-04-19 17:57:43",40.976,12.1,35.6,56.0,985.8
294,"2026-04-19 18:02:43",40.9656,12.3,35.4,55.0,985.9
295,"2026-04-19 18:07:43",40.9601,12.1,35.5,55.0,985.9
296,"2026-04-19 18:12:43",40.9555,12.1,35.5,56.0,985.9
297,"2026-04-19 18:17:43",40.9517,12.1,35.5,52.0,985.8
298,"2026-04-19 18:22:43",40.9484,12.1,35.5,56.0,985.7
299,"2026-04-19 18:27:43",40.9469,12.1,35.5,56.0,985.6
300,"2026-04-19 18:32:43",40.9444,12.0,35.6,54.0,985.6
301,"2026-04-19 18:37:43",40.9459,11.9,35.6,55.0,985.6
302,"2026-04-19 18:42:43",40.9466,11.9,35.5,58.0,985.5
303,"2026-04-19 18:47:43",40.9484,12.1,35.6,55.0,985.5
304,"2026-04-19 18:52:43",40.9472,12.1,35.7,57.0,985.5
305,"2026-04-19 18:57:43",40.9466,12.1,35.7,59.0,985.6
306,"2026-04-19 19:02:43",40.9465,12.0,35.6,57.0,985.6
307,"2026-04-19 19:07:43",40.9442,11.9,35.6,55.0,985.5
308,"2026-04-19 19:12:43",40.9424,11.9,35.4,53.0,985.5
309,"2026-04-19 19:17:43",40.9395,11.8,35.4,55.0,985.5
310,"2026-04-19 19:22:43",40.9376,11.7,35.5,54.0,985.5
311,"2026-04-19 19:27:43",40.9352,11.6,35.4,54.0,985.5
312,"2026-04-19 19:32:43",40.933,11.6,35.5,54.0,985.6
313,"2026-04-19 19:37:43",40.931,11.5,35.5,54.0,985.6
314,"2026-04-19 19:42:43",40.9291,11.4,35.5,51.0,985.7
315,"2026-04-19 19:47:43",40.9268,11.4,35.5,53.0,985.7
316,"2026-04-19 19:52:43",40.9255,11.4,35.5,54.0,985.7
317,"2026-04-19 19:57:43",40.9254,11.4,35.4,55.0,985.6
318,"2026-04-19 20:02:43",40.9264,11.4,35.4,56.0,985.7
319,"2026-04-19 20:07:43",40.9265,11.4,35.5,59.0,985.8
320,"2026-04-19 20:12:43",40.9248,11.4,35.5,52.0,985.9
321,"2026-04-19 20:17:43",40.9234,11.2,35.5,56.0,985.9
322,"2026-04-19 20:22:43",40.9227,11.2,35.6,54.0,985.9
323,"2026-04-19 20:27:43",40.9222,11.1,35.6,55.0,985.9
324,"2026-04-19 20:32:43",40.9213,11.2,35.5,57.0,986.0
325,"2026-04-19 20:37:43",40.9203,11.1,35.5,52.0,986.0
326,"2026-04-19 20:42:43",40.9201,11.1,35.5,57.0,985.9
327,"2026-04-19 20:47:43",40.9208,11.1,35.5,60.0,986.0
328,"2026-04-19 20:52:42",40.9195,11.1,35.5,53.0,986.0
329,"2026-04-19 20:57:43",40.9192,11.0,35.5,57.0,985.9
330,"2026-04-19 21:02:43",40.9199,10.9,35.6,55.0,986.0
331,"2026-04-19 21:07:43",40.9185,10.8,35.6,56.0,986.0
332,"2026-04-19 21:12:42",40.9176,10.9,35.5,51.0,986.0
333,"2026-04-19 21:17:43",40.917,10.8,35.6,51.0,985.9
334,"2026-04-19 21:22:43",40.9164,10.6,35.6,52.0,985.9
335,"2026-04-19 21:27:43",40.9154,10.7,35.7,53.0,986.0
336,"2026-04-19 21:32:43",40.9139,10.8,35.6,52.0,986.0
337,"2026-04-19 21:37:43",40.9132,10.8,35.6,55.0,986.0
338,"2026-04-19 21:42:43",40.9126,10.8,35.6,55.0,986.0
339,"2026-04-19 21:47:43",40.9108,10.8,35.6,51.0,986.1
340,"2026-04-19 21:52:43",40.9048,10.8,35.5,49.0,986.2
341,"2026-04-19 21:57:43",40.9072,10.9,35.5,55.0,986.4
342,"2026-04-19 22:02:43",40.8983,10.8,35.4,51.0,986.5
343,"2026-04-19 22:07:43",40.9037,10.6,35.5,55.0,986.5
344,"2026-04-19 22:12:42",40.9031,10.4,35.5,52.0,986.5
345,"2026-04-19 22:17:43",40.9055,10.4,35.6,53.0,986.5
346,"2026-04-19 22:22:43",40.9014,10.2,35.6,54.0,986.5
347,"2026-04-19 22:27:42",40.905,10.1,35.5,57.0,986.4
348,"2026-04-19 22:32:42",40.9016,9.9,35.5,54.0,986.4
349,"2026-04-19 22:37:42",40.8983,9.9,35.5,49.0,986.3
350,"2026-04-19 22:42:42",40.8963,9.9,35.5,54.0,986.5
351,"2026-04-19 22:47:43",40.8847,9.9,35.5,53.0,986.4
352,"2026-04-19 22:52:42",40.8887,9.9,35.6,55.0,986.4
353,"2026-04-19 22:57:43",40.8841,9.8,35.5,55.0,986.4
354,"2026-04-19 23:02:43",40.8798,9.7,35.5,55.0,986.5
355,"2026-04-19 23:07:42",40.8787,9.6,35.4,51.0,986.5
356,"2026-04-19 23:12:43",40.877,9.5,35.4,52.0,986.6
357,"2026-04-19 23:17:42",40.8703,9.6,35.4,55.0,986.7
358,"2026-04-19 23:22:42",40.8708,9.6,35.4,58.0,986.8
359,"2026-04-19 23:27:43",40.8639,9.4,35.4,56.0,986.8
360,"2026-04-19 23:32:42",40.8639,9.1,35.5,55.0,986.8
361,"2026-04-19 23:37:43",40.8611,9.0,35.5,53.0,986.8
362,"2026-04-19 23:42:42",40.8598,8.6,35.5,53.0,986.8
363,"2026-04-19 23:47:43",40.856,8.1,35.5,55.0,986.9
364,"2026-04-19 23:52:42",40.8523,7.9,35.6,51.0,986.9
365,"2026-04-19 23:57:42",40.8486,7.9,35.6,52.0,986.9
366,"2026-04-20 00:02:43",40.8463,8.0,35.5,59.0,986.8
367,"2026-04-20 00:07:42",40.8429,7.8,35.6,55.0,986.8
368,"2026-04-20 00:12:42",40.8405,7.8,35.6,55.0,986.8
369,"2026-04-20 00:17:42",40.8397,7.6,35.7,53.0,987.0
370,"2026-04-20 00:22:42",40.8361,7.6,35.7,54.0,987.0
371,"2026-04-20 00:27:42",40.8344,7.6,35.6,53.0,987.0
372,"2026-04-20 00:32:42",40.8328,7.5,35.7,52.0,987.0
373,"2026-04-20 00:37:42",40.8308,7.4,35.6,52.0,987.1
374,"2026-04-20 00:42:43",40.8299,7.4,35.5,53.0,987.1
375,"2026-04-20 00:47:42",40.8306,7.4,35.5,52.0,987.1
376,"2026-04-20 00:52:42",40.8277,7.2,35.6,56.0,987.0
377,"2026-04-20 00:57:42",40.8263,7.2,35.6,52.0,987.0
378,"2026-04-20 01:02:42",40.824,7.1,35.6,55.0,987.0
